Mineral_Name,cations_theoretical
Ferro-Magnesite,
Ferrobarroisite,
Ferrochiavennaite,
Ferrochloropargasite,
Ferrocolumbite,
Ferrocopiapite,
Ferrofluropargasite,
Ferrogedrite,
Ferroglaucophane,
Ferrohogbomite-2N2S,
Ferroholmquistite,
Ferrohornblende,
Ferrokaersutite,
Ferrokesterite,
Ferroleakeite,
Ferronybøite,
Ferroobertiite,
Ferropargasite,
Ferropedrizite,
Ferropumpellyite,
Ferropyrosmalite,
Ferrorichterite,
Ferrosillite,
Ferrotaaffeite-2N’2S,
Ferrotaaffeite-2N2S,
Ferrotaaffeite-6N’3S,
Ferrotaaffeite-6N3S,
Ferrotantalite,
Ferrotapiolite,
Ferrotschermakite,
Ferrowinchite,
Fizelyite,
Florkeite,
Fluor-arfvedsonite,
Fluor-magnesiokatophorite,
Fluorcalcioromeite,
Fluornatroromeite,
Fluoro-ferri-magnesiokatophorite,
Fluoro-ferroleakeite,
Fluoro-Kalium-Magnesio-Arfvedsonite,
Fluoro-magnesio-arfvedsonite,
Fluoro-magnesiokatophorite,
Fluoro-potassic-magnesio-arfvedsonite,
Fluoro-potassic-richterite,
Fluoro-potassichastingsite,
Fluorocannilloite,
Fluoronyboite,
Fluoropargasite,
Fluoropotassicmagnesioarfvedsonite,
Fluoropotassicrichterite,
Fluororichterite,
Fluorotaramite,
Fluorotremolite,
Fluorthalenite-(Y),
Foshallassite,
Fougerite,
Franciscanite-VIII,
Francoisite-(Ce),
Francoisite-(Nd),
Frazil ice,
Fuloppite,
Gainesite-(NaNa),
Garrelsite-V,
Garrelsite-VIII,
Gartrellite (Zincian),
Gartrellite Zincian,
Gaspeite,
Genèvéite,
Georgeericksenite,
Georgiadesite,
Gersdorffite-P2<sub>1</sub>3,
Gersdorffite-Pca2<sub>1</sub>,
Glaucosphaerite,
Goetzenite,
Goldamalgam,
Gorgeyite,
Gorgyite,
Gotchenite,
Gotzenite,
Grossular Garnet,
Grossularite,
Gruenlingite,
Grunlingite,
Guerinite,
Haeggite,
Hafnium Zircon,
Haggite,
Haleniusite-(La),
Hauyne,
Heliodorite,
Helvite,
Heyrovskyite,
Hiarneite,
High Quartz,
Hodrushite,
Hoegbomite,
Hoegtveitite,
Hoernesite,
Hogbomite,
Hogtuvaite,
Hogtveitite,
Hornesite,
Horvathite-(Y),
Hotsonite-VI,
Hotsonite-VII,
Huangheite-(Ce),
Hubnerite,
Huebnerite,
Huehnerkobelite,
Hugelite,
Huhnerkobelite,
Huréaulite,
Hydro Ugrandite,
Hydro-apatite,
Hydro-herderite,
Hydroherderite,
Hydronium Jarosite,
Hydrophane Opal,
Hydroxyapatite,
Hydroxyapophyllite,
Hydroxycalcioromeite,
Hydroxyferroromeite,
Hydroxyl-Apatite,
Hydroxyl-herderite,
Hydroxylbastnaesite-(Ce),
Hydroxylbastnasite-(Ce),
Hydroxylbastnasite-(La),
Hydroxylbastnasite-(Nd),
Hyttsjoite,
Icosaedrite,
Ikosaedrite,
Ilimaussite-(Ce),
Iodobromite,
Iodyrite,
Iridosmium,
Ivanyukite-Na-<i>T</i>,
Jachymovite,
Jacinth,
Jagueite,
Jankovicite,
Jargon,
Jaskolskiite,
Jasp Agate,
Jedvabite,
Johnbaumite-<i>M</i>,
Jokokuite,
Jorgensenite,
Joseite,
Joseite-A,
Joseite-B,
Joseite-C,
Julgoldite-(Fe++),
Julgoldite-(Fe+++),
Julgoldite-(Fe<sup>2+</sup>),
"Julgoldite-(Fe<sup>3+</sup>)',",
K-Feldspar,
Kaemmererite,
Kalifeldspath,
Kalipyrochlore,
Kalium Fluorrichterite,
Kalium Pargasite,
Kalium Richterite,
Kalium-magnesiohastingsite,
Kammererite,
Kankite,
Kaolin,
Karpathite,
Karupmollerite-Ca,
Kenoargentotetrahedrite,
Kerchenite,
Kerstenite (of Dana),
Kesterite,
King’s topaz,
Klerite,
Klochite,
Kochsandorite,
Koettigite,
Kolwézite,
Kondorite,
Kottigite,
Kratochvilite,
Kroehnkite,
Krohnkite,
Krutaite,
Kupcikite,
Kustelite,
Kutnahorite,
Laforetite,
Lammerite-ß,
Landsbergite,
Langbanite,
Lapis,
Laubmannite (of Frondel),
Laumonite,
Lavenite,
Leopard skin jasper,
Leopard Stone,
Letovocite,
Leuco-Garnet,
Leucophyllite,
Levyclaudite,
Levyne-Ca,
Levyne-Na,
Levynite,
Lindstromite,
Linneite,
Lithidionite,
Lithiophylite,
Lithiummuscovite,
Loellingite,
Lollingite,
Lopezite,
Lorandite,
Loweite,
Ludlockite-(Pb),
Luneburgite,
Lunokite,
Luobosaite,
Macallisterite,
Macconnellite,
Macgillite,
Macgovernite,
Mackelveyite-(Nd),
Mackelveyite-(Y),
Mackelveyite-(Y)-2M,
Mackinstryite,
Magnesio-axinite,
Magnesioaluminokatophorite,
Magnesioaxinite,
Magnesiobeltrandoite-2<i>N</i>3<i>S</i>,
Magnesiocolumbite,
Magnesioferrikatophorite,
Magnesiofoitite,
Magnesiogedrite,
Magnesiohastingsite,
Magnesiohogbomite (10T),
Magnesiohogbomite (24R),
Magnesiohogbomite (8H),
Magnesiohogbomite-10T,
Magnesiohogbomite-24R,
Magnesiohogbomite-2N2S,
Magnesiohogbomite-2N3S,
Magnesiohogbomite-6N6S,
Magnesiohogbomite-8H,
Magnesioholmquistite,
Magnesiohornblende,
Magnesiokatophorite,
Magnesioludwigite,
Magnesioriebeckite,
Magnesiotaaffeite-2N’2S,
Magnesiotaaffeite-2N’2S2,
Magnesiotaaffeite-2N2S,
Magnesiotaaffeite-2N2S2,
Magnesiotaaffeite-6N’3S,
Magnesiotaaffeite-6N3S,
Magnesiotantalite,
Magnesium Chlorophoenicite,
Magnesium Zippeite,
Magnesium-chlorophoenicite,
Magnesiumchlorophoenicite,
Magnesiumzippeite,
Mahlmoodite,
Makinenite,
Mangan Diaspore,
Mangan Neptunite,
Mangan-Vesuvianite,
Manganaxinite,
Manganese Hornesite,
Manganese Shadlunite,
Manganese-hornesite,
Manganesehoernesite,
Manganeseshadlunite,
Manganocalcite,
Manganohornesite,
Manganopyrosmalite,
Manganotantalite,
Manganotapiolite,
Manganowollastonite,
Manganpyrosmalite,
Mangansiderite,
Mangocolumbite,
Marecottite,
Maricite,
Matraite,
Mayakite,
Melinophane,
Melonjosephite,
Menaccanite,
Merrilite,
Merrillite-(Na),
Mesitite,
Mésotype,
Meta Aluminite,
Meta Alunogen,
Meta Ankoleite,
Meta Autunite,
Meta Uranocircite,
Meta Uranospinite,
Meta-lodèvite,
Metacinnabarite,
Metahalloysite,
Metakottigite,
Metalodevite,
Metanovacekite,
Metauranocircite,
Metauranocircite II,
Mimetese,
Mimetite-<i>2M</i>,
Mimetite-<i>M</i>,
Moeloite,
Moganite,
Mormorion,
Mottramite Calcian,
Mrazekite,
Muckeite,
Mueckeite,
Munktenite,
Murataite,
n'-Bronze,
Na-Komarovite,
Nagyagite,
Nail Head Spar,
Natrium Anthophyllite,
Natrium Autunite,
Natrium Betpakdalite,
Natrium Boltwoodite,
Natrium Dachiardite,
Natrium Gedrite,
Natrium Komarovite,
Natrium Pharmacosiderite,
Natrium Uranospinite,
Natrium Zippeite,
Natriumdachiardite,
Natroapophyllite,
Natrodufrenite,
Nealite-(H2O),
Nepouite,
Neustadtelite,
Nezilovite,
Niccolite,
Nickel Boussingaultite,
Nickel Hexahydrite,
Nickel Skutterudite,
Nickel Zippeite,
Nickelian Löllingite,
Nickeliferous Serpentine,
Nickeliron,
Nigerite-24R,
Nigerite-6T,
Niobite-tantalite,
Nitratite,
Nitronatrite,
Noselite,
Nostrandite,
Novacekite,
Novakite,
Nuttalite,
Nyboite,
O’danielite,
Oberthurite,
Octahedrite,
Odanielite,
Oerstedtite,
Okhotskite-(Mn++),
Opal Jasper,
Opalized Bone,
Opalized Shell,
Opalized Wood,
Orbiculated Jasper,
Orebroite,
Orebroite-III,
Orebroite-VIII,
Orthoferrosilite,
Óskarssonite,
Osumilite-(Fe),
Ottrelite,
Oxycalcioromeite,
Oxyhornblende,
Oxyplumboromeite,
Paakkonenite,
Paderaite,
Padparadscha Sapphire,
Padparadschah,
Palladoan Melonite,
Paraalumohydrocalcite,
Parahilgardite,
Paraiba Tourmaline,
Parakutnahorite,
Parapectolite,
Paraveatchite,
Parawollastonite,
Paricutinite,
Partheite,
Pasavaite,
Patronite,
Penginite,
Penninite,
Perboeite-(Ce),
Phenacite,
Phosphohedyphane-(F),
Phosphorrosslerite,
Piconite,
Pinnite,
Pisekite,
Plagioclase Feldspar,
Planchéite,
Pleonast,
Plombierite,
Plumbobetafite,
Plumbomicrolite,
Polycrase,
Polyphite-VII,
Polyphite-VIII,
Porcelainite,
Potassic magnesio-arfvedsonite,
Potassic-chlorohastingsite,
Potassic-chloropargasite,
Potassic-ferropargasite,
Potassic-fluororichterite,
Potassic-magnesiohastingsite,
Potassicarfvedsonite,
Potassicferrisadanagaite,
Potassichastingsite,
Potassicleakeite,
Potassicpargasite,
Potassicrichterite,
Potassicsadanagaite,
Potassium Alum,
Potassium Feldspar,
Potassium Fluorrichterite,
Potassium Pargasite,
Potassium Richterite,
Potassium-fluor-magnesio-arfvedsonite,
Potassium-fluor-richterite,
Potassiumalum,
Potassiumcarpholite,
Potosiite,
Pracharite,
Prasem,
Praseme,
Praziolite,
Precious Cat's Eye,
Protoanthophyllite,
Protoferro-anthophyllite,
Protojoseite,
Protomangano-ferro-anthophyllite,
Protomanganoferroanthophyllite,
Protovermiculite,
Pseudobiotite,
Pseudoboléite,
Pseudomeisserite-(NH<sub>4</sub>),
Pumice,
Pumpellyite-(Fe++),
Pumpellyite-(Fe+++),
Pumpellyite-(Fe<sup>2+</sup>),
Pumpellyite-(Fe<sup>3+</sup>),
Pumpellyite-(Mn++),
Pumpellyite-(Mn<sup>2+</sup>),
Pycnite,
Pyrhottite,
Pyrrhotine,
Qingheiite-(Fe<sup>2+</sup>),
Qingheiite-(Fe2+),
Quadruphite-VIII,
Quartz Rose,
Quartz-alpha,
Quatrandorite,
Radekskodaite-(Ce),
Radekskodaite-(La),
Radiobarite,
Rancieite,
Raspberry Beryl,
Remondite-(Ce),
Remondite-(La),
Rezbanyite,
Rhoenite,
Rhonite,
Ribbon Jasper,
Rinkolite,
Riosecoite,
Risorite,
Roemerite,
Roentgenite-(Ce),
Roepperite,
Roesslerite,
Rokuhnite,
Romanechite,
Romeite,
Romerite,
Rontgenite-(Ce),
Roselite beta,
Roselite-beta,
Roselite-ß,
Roselite-β,
Rosickyite,
Rosieresite,
Rosslerite,
Rösslerite,
Rubellane,
Rubellite Tourmaline,
Sagenite,
Sal ammoniac,
Saleeite,
Salmiac,
Sand Calcite,
Satinspar,
Scepter Quartz,
Schaferite,
SchindIerite,
Schmeiderite,
Schneiderhohnite,
Schollhornite,
Schörl,
Schorl-(F),
Schorlite,
Schrockingerite,
Schroeckingerite,
Seelite-1,
Seelite-2,
Seinajokite,
Selenian Sulfur,
Selenkobellite,
Selenokobellite,
Selensulphur,
Selentellurium,
Semenovite,
Semi-opal,
Semiopal,
Senandorite,
Senekevichite,
Sérandite,
Serpentine Rock,
Shafranovskite Ferrian,
Shahovite,
Sillenite,
Slavikite,
Smithsonite Cobaltoan,
Smokey Quartz,
Soaprock,
Soda Alum,
Sodic-ferri-ferropedrizite,
Sodic-ferrogedrite,
Sodicgedrite,
Sodium Alum,
Sodium Anthophyllite,
Sodium Betpakdalite,
Sodium Boltwoodite,
Sodium Dachiardite,
Sodium Gedrite,
Sodium Komarovite,
Sodium meta-autunite,
Sodium Pharmacosiderite,
Sodium Uranospinite,
Sodium Zippeite,
Sodium-autunite,
Sodium-zippeite,
Sodiumalum,
Sodiumanthophyllite,
Sodiumautunite,
Sodiumbetpakdalite,
Sodiumdachiardite,
Sodiumgedrite,
Sodiumkomarovite,
Sohngeite,
Sophiite,
Sorensenite,
Soucekite,
Spessartite,
Sphaerosiderite,
Sreinite,
ß-Domeykite,
ß-Lomonosovite,
ß-Roselite,
ß-Sulphur,
ß-Uranophane,
Stanekite,
Stannomicrolite,
Staroceskeite,
Staurotide,
Stèpite,
Stibine,
Stibiobetafite,
Stibioluzonite,
Stibiomicrolite,
Stibiopearceite,
Strabmannite,
Straetlingite,
Strassmannite,
Stratlingite,
Straβmannite,
Strontian,
Strontian Apatite,
Strontian Potassic-richterite,
Strontian-Apatite,
Strontio Orthojoaquinite,
Strontioorthojoaquinite,
Strontiopiemontite,
Strontiopyrochlore,
Strueverite,
Struverite,
Stuetzite,
Stutzite,
Sulfohalite,
Sulfur,
Sulphur-ß,
Svenekite,
Swetlozarite,
Sychnodymite,
Sylvine,
Synchisite-(Ce),
Synchisite-(La),
Synchisite-(Nd),
Synchisite-(Y),
Szaibelyite,
Szomdnokite,
Sztrokayite,
Szymanskiite,
Taafeite,
Taaffeite-9R,
Tabaschir,
Tabashir,
Tadzhikite-(Y),
Taeniolite,
Taimyrite II,
Taimyrite-I,
Takeuchiite,
Tarapacaite,
Tarnowskite,
Taylorite,
Television Rock,
Tellurbismuth,
Testìbiopalladite,
Tetra-ferri-annite,
Texasite,
Thalenite-(Y),
Thenardite,
Theresemagnanite,
Thermessaite-(NH<sub>4</sub>),
Thometzekite (Sulfatian),
Thometzekite Sulfatian,
Thorbastnasite,
Thoriopyrochlore,
Tiger Eye,
Tigereye,
Tirolite,
Titanaugite,
Titanian Aegirine,
Titanian Chromite,
Titanian Magnetite,
Titano-Hematite,
Titano-magnetite,
Titanochromite,
Titanomagnetite,
Tlnnunculite,
Tomichite Barian,
Torite,
Tornebohmite-(Ce),
Tornebohmite-(La),
Trioctahedral mica,
Troegerite,
Trogerite,
Trustedtite,
Tryphylite,
Tsavolite,
Tscheffkinite,
Tschortnerite,
Tucekite,
Tunnerite,
Turkey Fat Ore,
Turquoise Odontolite,
TV Stone,
Ulvite,
Ulvospinel,
"UM1986-10-CO:ClHMgMnZn (also called Mineral F, Dunn, 1995)",
UM1989-30-SiO:AlBaCaFeHKMgMn,
UM1997-19-AsO:HU,
Umite,
Uranmicrolite,
Uranocircite I,
Uranocircite-II,
Uranophane beta,
Uranophane-alpha,
Uranophane-beta,
Uranophane-ß,
Uranophane-α,
Uranophanebeta,
Uranpyrochlore,
Urvolgyite,
Usonite,
Vanadiopargasite,
Vanadiumdravite,
Vastmanlandite-(Ce),
Vavrinite,
Vayrynenite,
Veatchite-<i>p</i>,
Veatchite-p,
Vesignieite,
Villamanínite,
Violane,
Viseite,
Volchonskoite,
Vranaite,
Vymazalovaite,
Vysokÿite,
Wattevillite,
Wehrlite,
Weinschenkite,
Welinite-III,
Welinite-VIII,
Wemerbaurite,
Wismut,
Woehlerite,
Woelsendorfite,
Wohlerite,
Wolchonskoite,
Wollastonite-2<i>M</i>,
Wolsendorfite,
Wuelfingite,
Wuestite,
Wulfingite,
Wustite,
Wyartite II,
Xinganite,
Xinganite-(Ce),
Xinganite-(Nd),
Xinganite-(Y),
Xinganite-(Yb),
Xingsaoite,
Yeelimite,
Yttrialite,
Yttrobetafite-(Y),
Yttrocolumbite,
Yttropyrochlore-(Y),
Yttrotitanite,
Zairite,
Zalesiite,
Zdenekite,
Zdenêkite,
Zenzenite,
Zigueline,
Ziguéline (Mixture),
Zinc Melanterite,
Zinc Zippeite,
Zinc-zippeite,
Zinckenite,
Zincohogbomite (16H),
Zincohogbomite (8H),
Zincohogbomite-16H,
Zincohögbomite-2<i>N</i>2<i>S</i>,
Zincohögbomite-2<i>N</i>6<i>S</i>,
Zincohogbomite-2N2S,
Zincohogbomite-2N6S,
Zincohogbomite-8H,
Zinconigerite-2<i>N</i>1<i>S</i>,
Zincovelesite-6<i>N</i>6<i>S</i>,
Zincvoltaite,
Zinkit,
Zirconolite-3<i>O</i>,
Zirconolite-3<i>T</i>,
Zirkophyllite,
Zykaite,
α-Cristobalite,
α-Duftite,
β-Domeykite,
β-Duftite,
β-Fergusonite-(Ce),
β-Fergusonite-(Nd),
β-Fergusonite-(Y),
β-Sulfur,
β-Sulphur,
β-Uranophane,
η-Bronze,
Barylite-1O,
Barylite-2O,
Calcioandyrobertsite-1M,
Calcioandyrobertsite-2O,
Charmarite-2H,
Charmarite-3T,
Clinochrysotile,
Cualstibite-1M,
Cualstibite-1T,
Cupropearceite-Tac,
Cupropolybasite-Tac,
Ericssonite-2M,
Ericssonite-2O,
Gageite-1A,
Gageite-2M,
Heterogenite-2H,
Heterogenite-3R,
Hilgardite-1Tc,
Hilgardite-3Tc,
Hilgardite-4M,
Hydrokenomicrolite-3C,
Hydrokenomicrolite-3R,
Hydrotalcite-2H,
Hydrotalcite-3R,
Ivanyukite-Na-C,
Ivanyukite-Na-T,
Kenotobermorite-2M,
Kenotobermorite-4O,
Khinite-3T,
Khinite-4O,
Kintoreite-2c,
Lavinskyite-1M,
Lavinskyite-2O,
Magnesiotaaffeite-2N'2S2,
Mckelveyite-(Y)-2M,
Mimetite-2M,
Mimetite-M,
Moissanite-3C,
Nabalamprophyllite-2M,
Nabalamprophyllite-2O,
Orthochamosite,
Orthochrysotile,
Parachrysotile,
Pearceite-M2a2b2c,
Pearceite-T2ac,
Pearceite-Tac,
Pectolite-M2abc,
Plombièrite-2M,
Plombièrite-4O,
Polybasite-M2a2b2c,
Polybasite-T2ac,
Polybasite-Tac,
Pyroaurite-2H,
Quintinite-2H,
Quintinite-3T,
Sapphirine-1A,
Selenopolybasite-Tac,
Shimazakiite-4M,
Shimazakiite-4O,
Sideronatrite-2M,
Silver-2H,
Silver-3C,
Silver-4H,
Stibivanite-2O,
Stichtite-2H,
Tungstenite-2H,
Tungstenite-3R,
Veatchite-1M,
Veatchite-A,
Wollastonite-1A,
Wollastonite-2M,
Zincowoodwardite-1T,
Zincowoodwardite-3R,
Zirconolite-2M,
Zirconolite-3O,
Zirconolite-3T,
Albertite,
Almashite,
Alumolimonite,
Anomalite,
Auriferous Limonite,
Avasite,
Chromiferous Limonite,
Cobaltian Wad,
Cuprian Wad,
Ferrian Garnierite,
Ferrian Wad,
Ferrihalloysite-Garnierite,
Kavkazite,
Lead Glass,
Limnite,
Lithian Wad,
Manganoxydaluminit,
Mayberyite,
Nickeloan Psilomelane,
Quisqueite,
Rafaelite,
Thucholite,
Wackenrodite,
Yttrogummite,
Zincian Garnierite,
Zincian Vredenburgite,
Impsonite,
Stantienite,
Elaterite,
Sillimullite,
"""Herkimer-style"" Quartz",
"""Kashmir"" Sapphire",
Abakusz-kö,
Achroite,
Adamantine Spar,
Aeroides,
African Amethyst,
African emerald,
Agaphite,
Agate,
Aglaurite,
Agua Nueva Agate,
Alabaster,
Albite Moonstone,
Algerite,
Almandine Spinel,
Amarillo Stone,
Amazonite,
Amber Opal,
Amberine,
American jade,
Améthiste Basaltine (of Egleston),
Améthiste Basaltine (of Sage),
Amethyst,
Ammersooite,
Ammolite,
Amosite,
Andean Opal,
Angelite,
Angels Wing Calcite,
Anorthoclase-Sanidine,
Apache Tears,
Aphrite (of Karsten),
Apricotine,
Aquamarine,
Aragonite Satin Spar,
Argentine,
Arkansas Candle,
Asbestos,
Asparagas Stone,
Asteriated Sapphire,
Astrolite,
Atlaserz,
Azulicite,
Babel-Quartz,
Bacalite,
Balas Ruby,
Ball Jasper,
Ballas,
Bandfire Opal,
Barklyite,
Baryte Rose,
Batrachite,
Beaconite,
Bean Ore,
Beccarite,
Berzeline (of Necker),
Beta-Willemite,
Bidalotite,
Biggs Jasper,
Binnite (of Des Cloizeaux),
Black Hornblende Jade,
Black Onyx,
Black Opal,
Blister Copper,
Bloodstone,
Blue Alexandrite,
Blue Beryl (Maxixe),
Blue Cap Tourmaline,
Blue Chalcedony,
Blue Diopside,
Blue John,
Blue Lace Agate,
Blue Opal,
Bologna Stone,
Bort,
Botryolite,
Botswana Agate,
Bowel Stone,
Bowenite,
Brazilian Emerald,
Brazilian Pebble,
Brazilian Sapphire,
Breislakite,
Bruneau Jasper,
Bruyerite,
Buhrstone,
Bull Quartz,
Burmite,
Byssolite,
Cachalong Opal,
Cacholong,
Cactus Amethyst,
Cactus Citrine,
Cactus Quartz,
Calcite Satin Spar,
Californite,
Campylite,
Canaanite,
Cape May Diamonds,
Caporcianite,
Carbonado,
Carbonite (of Mueller),
Carinthine,
Carnelian,
Cat Sapphire,
Cathedral Pyrite,
Cattle Egg Stone,
Cellular Pyrites,
Ceylonese Chrysolite,
Chacaltaîte,
Chalcedony,
Chalcotrichite,
Chameleonite,
Changhua Stone,
Chemawinite,
Cherry Opal,
Chesterlite,
Chlorastrolite,
Chloromelanite,
Chlorophane,
Chlorosaphir,
Chromocyclite,
Chrysolite Cat's-eye,
Chrysopal,
Chrysotilasbest,
Chrysotile Asbestos,
Citrine,
Citron Feldspar,
Claro Opal,
Clay Ironstone,
Cleavelandite,
Cleiophane,
Cloud Agate,
Colerainite,
Colophonite,
Colour-change diaspore,
Combarbalite,
Common Garnet,
Common Opal,
Contra Luz Opal,
Corallinerz,
Corn Spar,
Cotterite,
Crazy Calcite,
Crazy Lace Agate,
Creolite,
Crocidolite,
Cryptoperthite,
Crystal Opal,
Cymophane,
Dallasite,
Damourite,
Damsonite,
Delawarite,
Demantoid,
Dendritic Agate,
Denim Lapis,
Diackethyst,
Diallage,
Dog-tooth Spar,
Dough tin,
Dragonite,
Dry Bone Ore,
Dryhead Agate,
Duxite,
Eastonite (of Hamilton),
Eden Valley Wood,
Egyptian Jasper,
El Doradoite,
Elaeolite,
Eleolite,
Emerald,
Eucolite,
Eupyrchroite,
Eye Agate,
Faden Quartz,
Falcon's Eye,
False Amethyst,
Fensterquarz,
Fibrolite,
Fiorite,
Fire Opal,
Flame Opal,
Flame Spinel,
Flash Opal,
Float-stone,
Fortification Agate,
Galène tricotée,
Gem Blende,
Gestrickter Bleiglanz,
Gilbertite,
Girasol,
Glauconite,
Gold Opal,
Golden Citrine,
Goshenite,
Grape Agate,
Grape Garnet,
Grape Willemite,
Green Jasper,
Green Onyx,
Grünblende,
Gwindel,
Hair Amethyst,
Harlequin Opal,
Heliodor,
Hemafibrite,
Hepatite,
Herkimer Diamond,
Hessonite,
Heterophyllite,
Hiddenite,
Hog-Toothed Spar,
Holly Blue,
Holmbushite,
Honey Opal,
Hornblende-asbestos,
Hyacinth,
Hyalite,
Hydrophane,
Iceland Spar,
Iceland Spar Magnesite,
Imperial Topaz,
Indicolite,
Iolite,
Iris Agate,
Iris Quartz,
Iron Rose,
Isopyre,
Jacinto de Compostela Quartz,
Jadeite-jade,
Jargoon,
Jasponyx,
Jelly Opal,
Jet,
Kembleite,
Keramsite,
Kidney Ore,
King Topaz,
Kinradite,
Kunzite,
Laguna Agate,
Lantian Jade,
Larimar,
Lavender Amethyst,
Lavender Jade,
Lazur-Apatite,
Lazur-Feldspath,
Lechosos Opal,
Lederite (of Shepard),
Lemon Opal,
Leuco garnet,
Leucochalcite,
Levin Opal,
Lithium Quartz,
Lluvisnando opal,
Lodestone,
Lombaardite,
Lublinite,
Lynx Eye,
Madeira Citrine,
Mahogany Obsidian,
Malacon,
Manasi Jade,
Manganese Dendrites,
Marcasite Dollar,
Marmolite,
Masonite,
Mátraite,
Matura Diamond,
Meiling Jade,
Meißelspat,
Menilite,
Mexican Fire Opal,
Mexican Lace Agate,
Milk Opal,
Milky Quartz,
Moctezuma Agate,
Mojave Blue Agate,
Moonstone,
Moor's head tourmaline,
Morganite,
Moroxite,
Morvenite,
Mountain Cork,
Mountain Leather,
Mountain Paper,
Mountain Wood,
Muckite,
Muralite,
Mushroom Tourmaline,
Nailhead Spar,
Nano-Polycrystalline Diamond,
Needle Tin,
Noble Orthoclase,
Nuttallite,
Oakstone,
Oil Quartz,
Omphacite Jade,
Onyx,
Onyx Opal,
Oolitic Opal,
Opal-Agate,
Opal-Jasper,
Orangite,
Oregon Snakeskin Agate,
Oriental Amethyst,
Oriental Emerald,
Oriental hyacinth,
Oriental Topaz,
Ozarkite,
Padmaragaya,
Padparadscha,
Paint Ore,
Palmeria Citrine,
Paraíba Tourmaline,
Pastelite,
Patricianite,
Pelagosite,
Pericline,
Peridot,
Peristerite,
Petschite,
Phacolite,
Phantom Quartz,
Picrolite,
Picture Jasper,
Pigeon Blood Agate,
Pinfire Opal,
Pitch Opal,
Pitchblende,
Plume Agate,
Poker Chip Calcite,
Polyphant Stone,
Popcorn Calcite,
Prase Opal,
Prasiolite,
Prasolite,
Precious Fire Opal,
Precious Opal,
Prixite,
Prunnerite,
Pseudocubic Quartz,
Pseudozoisite,
Pyknite,
Pyrite Cube,
Pyrite Sun,
Pyrophane,
Quartzine,
Quetzalitztli,
Quinzite Opal,
Radial Willemite,
Radiotine,
Rainbow Garnet,
Rainbow Pyrite,
Ram's Horn,
Randannite,
Raspberry Garnet,
Red Beryl,
Red Flash Opal,
Red Ochre,
Resin Opal,
Retinalite,
Rhätizite,
Rhodolite,
Riband Agate,
Riband Jasper,
Rice Grain Spar,
Riesling Beryl,
Rock Crystal,
Rose Quartz,
Rosinca,
Rosolite,
Rosstrevorite,
Rubicelle,
Ruby,
Sagenite (of Saussure),
Sagenite Agate,
Salmon Calcite,
Sapphire,
Sard,
Sardoine,
Sardonyx,
Satin Spar,
Satin Spar Gypsum,
Sceptre Quartz,
Schernikite,
Schoharite,
Schwimmstein,
Sea Foam Willemite,
Seftonite,
Seiland Zircon,
Selenite,
Seraphinite,
Sericite,
Serpentinasbest,
Sheen Obsidian,
Sherry Topaz,
Siamese aquamarine,
Siberite,
Slate Spar,
Slave-diamond,
Smoky Quartz,
Snakeskin Agate,
Snow,
Snowflake,
Sooty Uraninite,
Spanish topaz,
Specularite,
Sphärosiderite,
Star Corundum,
Star muscovite,
Star Quartz,
Starlite,
Stassfurtite,
Steatite,
Stink-Fluss,
Suttroper Quarz,
Syrian Garnet,
Tanzanite,
Tile ore,
Toad's Eye Tin,
Topazolite,
Transvaal Jade,
Trapiche Emerald,
Trapiche Ruby,
Trapiche Tourmaline,
Trillium,
Tube Agate,
Turkey-Fat Ore,
Turnerite,
Umbalite,
Verdelite,
Violan,
Vogelaugenachat,
Vogelaugenjaspis,
Vorobievite,
Vulpinite,
Wascoite,
Water,
Watercolour jasper,
Watermelon Tourmaline,
Wax Opal,
White Jade,
White Opal,
Wilkite,
Williamsite,
Wood Copper,
Wood Iron,
Wood Tin,
Zebra Jasper,
Zygadite,
Aetite,
Black Nephrite Jade,
Blue Quartz,
Blue Tiger's Eye,
Canadian Amethyst,
Cerasite (of Kikuchi),
Chrysanthemum Stone (of Kimura),
Chrysocolla Chalcedony,
Chrysojasper,
Chrysoprase,
Crucilite,
Ducktownite,
Dumortierite Quartz,
Eisenkiesel,
Guadarramite,
Haema-ovoid-agates,
Hailstone,
Hematoconite,
Hetian Jade,
Illite Jade,
Irnimite,
Jasper,
Keystonite Chalcedony,
Moss Agate,
Moss Opal,
Myrickite,
Opal-AG,
Opalite,
Pietersite,
Plasma,
Purple Jade,
Radiolite Opal,
Rainbow Hematite,
Rainbow Obsidian,
Ruby Fuschite,
Ruby Zoisite,
Sand Celestine,
Sand Gypsum,
Schalenblende,
Spectrolite,
Sweetwater Agate,
Touchonite,
Boghead-coal,
Lucullan,
Novaculite,
Arshinovite,
Blue moonstone,
Brazilian aquamarine,
Brazilian ruby,
Calcareous Tufa,
Cape-chrysolite,
Ceylon diamond,
Ceylon opal,
Flowstone,
Frazil,
German lapis,
Imatra Stone,
Isinglass,
Lake County Diamonds,
Limestone Onyx,
Montana ruby,
Mutzschen Diamonds,
Palmyra topaz,
Ratovkite,
Rogueite,
Rozircon,
Russian Jasper,
Saxon chrysolite,
Saxon diamond,
Siberian Amethyst,
Siberian ruby,
Simili diamond,
Stone Canyon Jasper,
Strass diamond,
Stream Tin,
Tabasheer,
Teis Sphere,
Ural sapphire,
